sentence,explicitness
"Yes, it is powerful enough, but whether it will have the right effect on volcanic rock is hard to say.", 3
"""I'll telegraph to have some sent here to you,"" said Mr. Titus eagerly.""", 1
"""That's what I like to hear!"" exclaimed Mr. Titus.", 1
"""Oh, Tom! How you startled me!"" she exclaimed, turning around.", 1
"""Hadn't you better wait until you're asked?"" she retorted, mischievously.", 3
"Tom had nearly finished his ice cream when he glanced toward the door, and started at the sight of a man who was entering the place.", 1
"""I guess he came in to cool off after his run,"" mused Tom.", 3
"""Are you undertaking any new adventures, Tom?"" asked Mary.", 1
"""Peru!"" she cried. ""Oh, what a long way to go!""", 1
"""Is that--er--the only reason you want me to write?"" asked Tom.", 3
"""No,"" said Mary softly, as she ran up the walk.", 3
"Three days later he received a box from New York.", 1
"It contained the samples from the Andes tunnel, and Tom at once began his experiments to discover a suitable explosive for rending the hard stone.", 1
"""No, Master, me no drop,"" the giant said, as he strode off with the heavy load as easily as a boy might carry a stone for his sling-shot.", 1
"Koku, laughing, tried to explain that it was all an accident, but Eradicate would not listen.", 1
"""You come back from that stone pile!"" Tom ordered.", 1
"There was a loud report, and where the stone pile had been there was a big hole in the ground, while the air was filled with fragments of rock and dirt.", 1
"""No, you dear old goose!"" laughed the young inventor.", 3
"He ran from the shack to the place where the rock pile had been, and picked up several small fragments.", 1
"Not a piece left as big as a hickory nut.", 1
"""Thirteen words,"" repeated Tom, as the operator called them back to him.", 1
"Tom at once began preparations for making the explosive on a large scale, as much of it would be needed in the Andes tunnel.", 1
"Mr. Damon was also getting ready, and it was arranged that he, with Tom and Mr. Titus, should take a vessel from San Francisco, crossing the continent by train.", 1
"""Massa Tom shore am a fine writer,"" mused the negro, as he slowly turned the envelope around.", 3
"He rummaged about in some odds and ends in the corner of the laboratory, and brought out a strong, wooden box, which had a cover that screwed down.", 1
"Tom and Koku went on with their hurried preparations to leave for New York.", 1
"Tom got the Nestor house on the wire.", 1
"The messenger, with Mr. Nestor's letter, arrived just as our hero was receiving the late afternoon mail from the postman, and just as Tom and Koku were getting in an automobile to leave for the depot.", 1
"""I expect it's Koku they're staring at,"" announced Tom, and the giant it was who had attracted the attention.", 3
"""I guess they don't see men of his size outside of circuses,"" commented the contractor.", 3
"""Sorry to have hastened your departure,"" began Mr. Titus when he and Tom sat in the comfortable hotel rooms.""", 1
"""It didn't make any difference,"" replied the young inventor.""", 1
"Yes, and it will be there almost as soon as we.", 1
"I guess I didn't make any mistake in coming to you, Tom.", 3
"Oh, I've no doubt it will work all right.", 1
"""Ah, Tom--Mr. Titus! Glad to see you!"" exclaimed Mr. Damon.""", 1
"Peru seems to have taken its name from Peru, a small river on the west coast of Colombia, where Pizarro landed.", 1
"The trip to San Francisco was without incident worth narrating and in due time our friends reached the Golden Gate where they were to go aboard their steamer.", 1
"Tom told, modestly enough, how he had come to get Koku in his escape from captivity, but Mr. Damon was not so simple in describing Tom's feats.", 3
"The weather was pleasant, if we except a shower or two, and as the vessel proceeded south, tropical clothing became the order of the day.", 3
"""Did you ever hear anything more of that fellow, Waddington?"" asked Tom of Mr. Titus one day.""", 1
"He seems to have dropped out of sight.", 3
"I fancy everything isn't going just right or my brother would not be so anxious for me to come on in such a hurry.", 3
"""Oh, I'm not afraid of trouble,"" Tom hastened to assure his friend.""", 1
"I've had more or less of it in my life, and I'm willing to meet it again.", 3
"""I stuck it in my pocket with some other mail,"" he mused, ""and I never thought of it again until just now.""",3
"""Well, unless the bomb fell from some passing airship, I don't see how it got on deck,"" said Tom with a shake of his head.""", 3
"It went out in a puff of smoke, but the owner of the foot was not satisfied with that for a hand reached down, lifted the bomb.", 1
"Yes, I think it would have gone off in another second or two.", 1
"My dear sir, you have put us under a heavy debt to you!", 1
"""I want to shake hands with you!"" exclaimed Mr. Titus--""to thank you!""", 1
"""Tom beheld a little, thin man, little in the sense of being of the ""bean pole"" construction.""", 1
"""And we are more than glad,"" said Tom, fervently, as he glanced at the explosive.""", 3
"Bombs, such as this, do not sprout of themselves on bare decks.", 3
"""If it had gone off,"" said Tom, ""we would both have been killed, or, at least, badly injured, Mr. Titus.""", 1
"""He is making a search for something, but he won't say what it is,"" the captain said.""", 1
"Each time he goes to a new place in the mountains where he digs and delves, so members of the parties he hires tell me, but with no success.", 1
"""I beg your pardon,"" he remarked, ""but your faces are familiar, though I cannot recall your names.""", 1
"""Yes, I have been there,"" admitted the bald-headed scientist in guarded tones.""", 3
"""I regard him as more or less of a visionary,"" said Mr. Job Titus; ""but he seems a harmless gentleman, and we'll do all we can to help him.""", 3
"But who had placed the bomb on deck remained a mystery.", 1
"Professor Bumper disembarked with our friends, and stopped at the same hotel.", 1
"Tom found the older part of the city was laid out with mathematical regularity, each street crossing the other at right angles.", 1
"The journey was to be made in part by rail, though the last stages of it were over a rough mountain trail, with llamas for beasts of burden.", 1
"It was quite a little expedition that set off up the mountain trail that afternoon, for they had arrived at the end of the railroad line shortly before dinner.", 1
"Now, Professor Bumper, perhaps you'll explain about the lost city.", 1
"""I wish I could explain about it,"" began the scientist.""", 3
"The night passed uneventfully enough, if one excepts the mosquitoes which seemed to get through the nets, making life miserable for all.", 3
"""I can see it isn't going to be dull here,"" Tom mused, as he turned over and tried to sleep.""", 3
"But no real accident occurred, and finally, about an hour before sunset, the cavalcade turned down the slope and emerged on a level plain.", 1
"""Something has happened!"" cried Mr. Titus as he ran forward, followed by Tom, Mr. Damon and Koku.""", 1
"Premature blast. Third one this week. Somebody is working against us!", 1
"The mystery of the disappearance of the ten men--for mystery it was--remained, and as no side opening or passage could be found within the tunnel.", 1
